agency_name,responsibility_center_name,fiscal_year,total_budget
NYC TAXI AND LIMOUSINE COMM,LICENSING,2024,8360372
NYC TAXI AND LIMOUSINE COMM,,2024,109625693
OFFICE OF ADMINISTRATIVE TAX APPEALS,TAX COMMISSION,2024,6303468
OFFICE OF ADMINISTRATIVE TAX APPEALS,,2024,-112185
OFFICE OF ADMIN TRIALS & HEARINGS,EXECUTIVE AND ADMINISTRATION,2024,10217527
OFFICE OF ADMIN TRIALS & HEARINGS,EXECUTIVE DIVISION,2024,36200
OFFICE OF ADMIN TRIALS & HEARINGS,Trials and Hearings,2024,43069171
OFFICE OF ADMIN TRIALS & HEARINGS,,2024,5785100
OFFICE OF COLLECTIVE BARGAINING,OFFICE OF THE CHAIRMAN,2024,2472956
OFFICE OF COLLECTIVE BARGAINING,,2024,-5485
OFFICE OF PAYROLL ADMINISTRATION,OFF OF PAYROLL ADMINISTRATION,2024,15889223
OFFICE OF PAYROLL ADMINISTRATION,,2024,433193
OFFICE OF PROSECUTION SPEC NARCO,DIVISION OF TRIALS BRONX,2024,1978738
OFFICE OF PROSECUTION SPEC NARCO,DIV OF TRIAL KINGS DECENTRAL,2024,1909613
OFFICE OF PROSECUTION SPEC NARCO,DIV OF TRIALS CENTRALIZED,2024,1235043
OFFICE OF PROSECUTION SPEC NARCO,DIV OF TRIALS N.Y. DECENTRAL,2024,235609
OFFICE OF PROSECUTION SPEC NARCO,DIV OF TRIALS QUEENS,2024,1334526
OFFICE OF PROSECUTION SPEC NARCO,OFFICE OF SPECIAL NAR. PROS.,2024,18865781
OFFICE OF PROSECUTION SPEC NARCO,,2024,1167849
OFFICE OF RACIAL EQUITY,,2024,0
OFFICE OF THE ACTUARY,OPERATIONS,2024,7152314
OFFICE OF THE ACTUARY,,2024,-202714
OFFICE OF THE COMPTROLLER,ASSET MANAGEMENT,2024,13639808
OFFICE OF THE COMPTROLLER,BUREAU OF ACCOUNTANCY,2024,5272013
OFFICE OF THE COMPTROLLER,BUREAU OF ADMINISTRATIVE SVCS,2024,8154861
OFFICE OF THE COMPTROLLER,BUREAU OF ASSET MANAGEMENT,2024,10749240
OFFICE OF THE COMPTROLLER,BUREAU OF AUDIT,2024,14531842
OFFICE OF THE COMPTROLLER,BUREAU OF ENGINEERING,2024,3870594
OFFICE OF THE COMPTROLLER,BUREAU OF FISCAL + BUDGET STUD,2024,2341436
OFFICE OF THE COMPTROLLER,BUREAU OF LAW + ADJUSTMENT,2024,11150553
OFFICE OF THE COMPTROLLER,COMMUNITY RELATIONS CITIZENS A,2024,2205908
OFFICE OF THE COMPTROLLER,CONTRACT ADMINISTRATION,2024,1704129
OFFICE OF THE COMPTROLLER,DEPUTY COMPTROLLER FOR FINANCE,2024,904847
OFFICE OF THE COMPTROLLER,EXECUTIVE OFFICE,2024,3363533
OFFICE OF THE COMPTROLLER,GENERAL COUNSEL,2024,1978835
OFFICE OF THE COMPTROLLER,INFORMATION SYSTEMS,2024,15370370
OFFICE OF THE COMPTROLLER,LABOR LAW,2024,2460581
OFFICE OF THE COMPTROLLER,OFFICE OF POLICY MANAGEMENT,2024,1669714
OFFICE OF THE COMPTROLLER,,2024,16244272
PENSION CONTRIBUTIONS,CITY ACTUARIAL PENS CONTRIB,2024,9007336992
PENSION CONTRIBUTIONS,CITY NON-ACTUA PENS CONTRIB,2024,350000
PENSION CONTRIBUTIONS,NON-CITY ACTUA PENS CONTRIB,2024,99702313
PENSION CONTRIBUTIONS,,2024,1362087
POLICE DEPARTMENT,ADMINISTRATIVE DIVISION - 0CCB,2024,0
POLICE DEPARTMENT,ADMINISTRATIVE SERVICES DIV,2024,95000
POLICE DEPARTMENT,AUDITS & ACCOUNTS DIVISION,2024,10613
POLICE DEPARTMENT,AUTO CRIME DIVISION,2024,0
POLICE DEPARTMENT,CENTRAL INVEST-RESOURCES DIV,2024,0
POLICE DEPARTMENT,CENTRAL RECORDS DIVISION,2024,0
POLICE DEPARTMENT,CIVILIAN COMPLAINTREVIEW BOARD,2024,1254030
POLICE DEPARTMENT,COMMUNICATIONS DIVISION,2024,0
POLICE DEPARTMENT,DEP COMM MANAGEMENT & BUDGET,2024,700000
POLICE DEPARTMENT,DEPUTYCOMMISSIONERPUBLIC INFO,2024,4923538
POLICE DEPARTMENT,DETECTIVE BOROUGH MANHATTAN,2024,0
POLICE DEPARTMENT,DISTRICTATTORNEYNEWYORKCOUNTY,2024,0
POLICE DEPARTMENT,EMERGENCY SERVICES UNIT,2024,2060214
POLICE DEPARTMENT,HARBOR UNIT,2024,917194
POLICE DEPARTMENT,INSPECTIONS DIVISION,2024,0
POLICE DEPARTMENT,INTERNAL AFFAIRS DIVISION,2024,582000
POLICE DEPARTMENT,MANAGEMENT INFORMATION SYSTEMS,2024,0
POLICE DEPARTMENT,OFFICE CHIEF OF OPERATIONS,2024,176523
POLICE DEPARTMENT,OFFICE FIRST DEPUTY COMMR,2024,0
POLICE DEPARTMENT,OFFICE OF MGMT AND PLANNING,2024,0
POLICE DEPARTMENT,OFFICE OF POLICE COMMISSIONER,2024,0
POLICE DEPARTMENT,ONE HUNDRED TENTH PRECINCT,2024,16158391
POLICE DEPARTMENT,PATROL SERVICES BUREAU,2024,240000
POLICE DEPARTMENT,QUARTERMASTER SECTION,2024,0
POLICE DEPARTMENT,SCIENTIFIC RESEARCH DIVISION,2024,440784
POLICE DEPARTMENT,STREET CRIME UNIT,2024,0
POLICE DEPARTMENT,SUPPORT SERVICES BUREAU,2024,0
POLICE DEPARTMENT,WARRANT DIVISION,2024,0
POLICE DEPARTMENT,,2024,6358469561
PUBLIC ADMINISTRATOR-BRONX COUNTY,PUBLIC ADMINISTRATOR-BRONX,2024,723082
PUBLIC ADMINISTRATOR-BRONX COUNTY,,2024,52134
PUBLIC ADMINISTRATOR-KINGS COUNTY,PUBLIC ADMINISTRATOR-KINGS,2024,1021960
PUBLIC ADMINISTRATOR-KINGS COUNTY,,2024,57907
PUBLIC ADMINISTRATOR-NEW YORK COUNTY,PUBLIC ADMINISTRATOR-NY,2024,1166753
PUBLIC ADMINISTRATOR-NEW YORK COUNTY,,2024,87703
PUBLIC ADMINISTRATOR- QUEENS COUNTY,PUBLIC ADMINISTRATOT-QUEENS,2024,642022
PUBLIC ADMINISTRATOR- QUEENS COUNTY,,2024,32541
PUBLIC ADMINISTRATOR-RICHMOND COUNTY,PUBLIC ADMINISTRATOR-RICHMOND,2024,550605
PUBLIC ADMINISTRATOR-RICHMOND COUNTY,,2024,60419
PUBLIC ADVOCATE,PUBLIC ADVOCATE,2024,6074290
PUBLIC ADVOCATE,,2024,-680031
QUEENS BOROUGH PUBLIC LIBRARY,QUEENS PUBLIC LIBRARY,2024,134471895
QUEENS BOROUGH PUBLIC LIBRARY,,2024,233000
QUEENS COMMUNITY BOARD #1,QUEENS COMMUNITY BOARD #1,2024,317477
QUEENS COMMUNITY BOARD #1,,2024,57847
QUEENS COMMUNITY BOARD #10,QUEENS COMMUNITY BOARD # 10,2024,312240
QUEENS COMMUNITY BOARD #11,QUEENS COMMUNITY BOARD # 11,2024,356969
QUEENS COMMUNITY BOARD #11,,2024,0
QUEENS COMMUNITY BOARD #12,QUEENS COMMUNITY BOARD # 12,2024,339842
QUEENS COMMUNITY BOARD #12,,2024,0
QUEENS COMMUNITY BOARD #13,QUEENS COMMUNITY BOARD #13,2024,325124
QUEENS COMMUNITY BOARD #14,QUEENS COMMUNITY BOARD #14,2024,298317
QUEENS COMMUNITY BOARD #2,QUEENS COMMUNITY BOARD #2,2024,357362
QUEENS COMMUNITY BOARD #2,,2024,1000
QUEENS COMMUNITY BOARD #3,QUEENS COMMUNITY BOARD # 3,2024,367382
QUEENS COMMUNITY BOARD #3,,2024,9229
QUEENS COMMUNITY BOARD #4,QUEENS COMMUNITY BOARD #4,2024,323358
QUEENS COMMUNITY BOARD #4,,2024,5000
QUEENS COMMUNITY BOARD #5,QUEENS COMMUNITY BOARD #5,2024,318987
QUEENS COMMUNITY BOARD #6,QUEENS COMMUNITY BOARD #6,2024,339024
QUEENS COMMUNITY BOARD #7,QUEENS COMMUNITY BOARD #7,2024,381191
QUEENS COMMUNITY BOARD #8,QUEENS COMMUNITY BOARD #8,2024,355211
QUEENS COMMUNITY BOARD #9,QUEENS COMMUNITY BOARD #9,2024,272428
STATEN ISLAND COMMUNITY BOARD #1,STATEN ISLAND COMMUNITY BD #1,2024,338574
STATEN ISLAND COMMUNITY BOARD #2,STATEN ISLAND COMMUNITY BD #2,2024,326406
STATEN ISLAND COMMUNITY BOARD #3,STATEN ISLAND COMMUNITY BOARD3,2024,391895
ADMIN FOR CHILDREN'S SERVICES,ACS ADMINISTRATION,2025,302341931
ADMIN FOR CHILDREN'S SERVICES,ADOPTION SERVICES,2025,255570138
ADMIN FOR CHILDREN'S SERVICES,ALTERNATIVES TO DETENTION,2025,10825726
ADMIN FOR CHILDREN'S SERVICES,CHILD CARE SERVICES,2025,1017450015
ADMIN FOR CHILDREN'S SERVICES,CHILD WELFARE SUPPORT,2025,54369735
ADMIN FOR CHILDREN'S SERVICES,FOSTER CARE SERVICES,2025,889712644
ADMIN FOR CHILDREN'S SERVICES,HEAD START,2025,0
ADMIN FOR CHILDREN'S SERVICES,JUVENILE JUSTICE SUPPORT,2025,16030104
ADMIN FOR CHILDREN'S SERVICES,NON-SECURE DETENTION,2025,19006987
ADMIN FOR CHILDREN'S SERVICES,OCFS RESIDENTIAL PLACEMENTS,2025,120037038
ADMIN FOR CHILDREN'S SERVICES,PREVENTIVE SERVICES,2025,369946069
ADMIN FOR CHILDREN'S SERVICES,PROTECTIVE SERVICES,2025,396924259
ADMIN FOR CHILDREN'S SERVICES,,2025,8608980
BOARD OF CORRECTION,BOARD OF CORRECTION,2025,3254574
BOARD OF ELECTIONS,CHIEF CLERK - BRONX,2025,3673906
BOARD OF ELECTIONS,CHIEF CLERK - BROOKLYN,2025,5528751
BOARD OF ELECTIONS,CHIEF CLERK - MANHATTAN,2025,4632695
BOARD OF ELECTIONS,CHIEF CLERK - QUEENS,2025,4129630
BOARD OF ELECTIONS,CHIEF CLERK - RICHMOND,2025,2137805
BOARD OF ELECTIONS,DATA PROCESSING,2025,3258610
BOARD OF ELECTIONS,DEPARTMENTAL OPERATIONS,2025,143635011
BOARD OF ELECTIONS,EXECUTIVE MANAGEMENT,2025,334291
BOARD OF ELECTIONS,FINANCE OFFICE,2025,40791955
BOARD OF ELECTIONS,,2025,55114816
BOROUGH PRESIDENT BRONX,OFFICE OF THE BOROUGH PRES,2025,9435291
BOROUGH PRESIDENT BRONX,,2025,-2563733
BOROUGH PRESIDENT - BROOKLYN,OFFICE OF THE BOROUGH PRES,2025,7861353
BOROUGH PRESIDENT - BROOKLYN,,2025,-406811
BOROUGH PRESIDENT - MANHATTAN,OFFICE OF THE BOROUGH PRESIDEN,2025,6428443
BOROUGH PRESIDENT - MANHATTAN,,2025,-225842
BOROUGH PRESIDENT - QUEENS,OFFICE OF THE BOROUGH PRES,2025,6426746
BOROUGH PRESIDENT - QUEENS,,2025,723610
BOROUGH PRESIDENT STATEN ISLAND,OFFICE OF THE BORO PRES,2025,7333151
BOROUGH PRESIDENT STATEN ISLAND,,2025,-2205472
BRONX COMMUNITY BOARD #1,BRONX COMMUNITY BOARD #1,2025,351134
BRONX COMMUNITY BOARD #1,,2025,5000
BRONX COMMUNITY BOARD #10,BRONX COMMUNITY BOARD #10,2025,360709
BRONX COMMUNITY BOARD #10,,2025,0
BRONX COMMUNITY BOARD #11,BRONX COMMUNITY BOARD # 11,2025,422865
BRONX COMMUNITY BOARD #11,,2025,0
BRONX COMMUNITY BOARD #12,BRONX COMMUNITY BOARD # 12,2025,282877
BRONX COMMUNITY BOARD #12,,2025,0
BRONX COMMUNITY BOARD #2,BRONX COMMUNITY BOARD #2,2025,344706
BRONX COMMUNITY BOARD #2,,2025,19000
BRONX COMMUNITY BOARD #3,BRONX COMMUNITY BOARD #3,2025,356188
BRONX COMMUNITY BOARD #4,BRONX COMMUNITY BOARD #4,2025,291234
BRONX COMMUNITY BOARD #4,,2025,5427
BRONX COMMUNITY BOARD #5,BRONX COMMUNITY BOARD #5,2025,275287
BRONX COMMUNITY BOARD #5,,2025,683
BRONX COMMUNITY BOARD #6,BRONX COMMUNITY BOARD #6,2025,277752
BRONX COMMUNITY BOARD #6,,2025,10000
BRONX COMMUNITY BOARD #7,BRONX COMMUNITY BOARD NO. 7,2025,366004
BRONX COMMUNITY BOARD #8,BRONX COMMUNITY BOARD #8,2025,358071
BRONX COMMUNITY BOARD #9,BRONX COMMUNITY BOARD #9,2025,443469
BROOKLYN COMMUNITY BOARD #1,BROOKLYN COMMUNITY BOARD #1,2025,349575
BROOKLYN COMMUNITY BOARD #1,,2025,0
BROOKLYN COMMUNITY BOARD #10,BROOKLYN COMMUNITY BOARD NO.10,2025,396394
BROOKLYN COMMUNITY BOARD #10,,2025,10000
BROOKLYN COMMUNITY BOARD #11,BROOKLYN COMMUNITY BOARD #11,2025,352759
BROOKLYN COMMUNITY BOARD #12,BROOKLYN COMMUNITY BOARD #12,2025,363350
BROOKLYN COMMUNITY BOARD #12,,2025,9000
BROOKLYN COMMUNITY BOARD #13,BROOKLYN COMMUNITY BOARD #13,2025,360065
BROOKLYN COMMUNITY BOARD #13,,2025,0
BROOKLYN COMMUNITY BOARD #14,BROOKLYN COMMUNITY BOARD #14,2025,389242
BROOKLYN COMMUNITY BOARD #14,,2025,6000
BROOKLYN COMMUNITY BOARD #15,BROOKLYN COMMUNITY BOARD #15,2025,274180
BROOKLYN COMMUNITY BOARD #15,,2025,0
BROOKLYN COMMUNITY BOARD #16,BROOKLYN COMMUNITY BOARD #16,2025,304195
BROOKLYN COMMUNITY BOARD #16,,2025,5000
BROOKLYN COMMUNITY BOARD #17,BROOKLYN COMMUNITY BOARD #17,2025,376114
BROOKLYN COMMUNITY BOARD #17,,2025,5000
BROOKLYN COMMUNITY BOARD #18,BROOKLYN COMMUNITY BOARD #18,2025,280701
BROOKLYN COMMUNITY BOARD #2,BROOKLYN COMMUNITY BOARD #2,2025,351027
BROOKLYN COMMUNITY BOARD #2,,2025,6000
BROOKLYN COMMUNITY BOARD #3,BROOKLYN COMMUNITY BOARD #3,2025,315770
BROOKLYN COMMUNITY BOARD #3,,2025,0
BROOKLYN COMMUNITY BOARD #4,BROOKLYN COMMUNITY BOARD #4,2025,333034
BROOKLYN COMMUNITY BOARD #4,,2025,5000
BROOKLYN COMMUNITY BOARD #5,BROOKLYN COMMUNITY BOARD #5,2025,278150
BROOKLYN COMMUNITY BOARD #5,,2025,5000
BROOKLYN COMMUNITY BOARD #6,BROOKLYN COMMUNITY BOARD #6,2025,373769
BROOKLYN COMMUNITY BOARD #6,,2025,5000
BROOKLYN COMMUNITY BOARD #7,BROOKLYN COMMUNITY BOARD # 7,2025,283266
BROOKLYN COMMUNITY BOARD #7,,2025,5000
BROOKLYN COMMUNITY BOARD #8,BROOKLYN COMMUNITY BOARD #8,2025,362286
BROOKLYN COMMUNITY BOARD #8,,2025,3000
BROOKLYN COMMUNITY BOARD #9,BROOKLYN COMMUNITY BOARD #9,2025,394383
BROOKLYN COMMUNITY BOARD #9,,2025,8000
BROOKLYN PUBLIC LIBRARY,BROOKLYN PUBLIC LIBRARY,2025,128051086
BROOKLYN PUBLIC LIBRARY,,2025,608160
BUSINESS INTEGRITY COMMISSION,EXECUTIVE AND OPERATIONS,2025,338809
BUSINESS INTEGRITY COMMISSION,FINANCE & ADMINISTRATION,2025,3591022
BUSINESS INTEGRITY COMMISSION,LEGAL/ENFRCEMENT/INVESTIGATION,2025,4803401
BUSINESS INTEGRITY COMMISSION,,2025,504875
CAMPAIGN FINANCE BOARD,EXECUTIVE DIRECTOR,2025,13832767
CAMPAIGN FINANCE BOARD,,2025,45579831
CITY CLERK,EMMANUEL MICHALOS,2025,5994316
CITY CLERK,,2025,-33699
CITY COUNCIL,CMTEE ON CIVIL SERV & LABOR,2025,2
CITY COUNCIL,CMTEE ON ECONOMIC DEVELOPMENT,2025,2
CITY COUNCIL,CMTEE ON ENVIRON PROTECTION,2025,2
CITY COUNCIL,CMTEE ON GOV'T OPERATIONS,2025,2
CITY COUNCIL,CMTEE ON HIGHER EDUCATION,2025,2
CITY COUNCIL,CMTEE ON HOUSING & BUILDINGS,2025,1
CITY COUNCIL,CMTEE ON HOUSING + BUILDINGS,2025,1
CITY COUNCIL,CMTEE ON INT'L INTERGROUP,2025,1
CITY COUNCIL,CMTEE ON PARKS REC REC + CULT,2025,1
CITY COUNCIL,CMTEE ON RULES PRIV & ELECT,2025,1
CITY COUNCIL,CMTEE ON RULES PRIV + ELECT,2025,1
CITY COUNCIL,CMTEE ON STANDARDS & ETHICS,2025,2
CITY COUNCIL,CMTEE ON STATE AND FED LEG,2025,2
CITY COUNCIL,COMM FIRE & CRIM JUSTICE OTPS,2025,1
CITY COUNCIL,COMMITTEE EDUCATION,2025,1
CITY COUNCIL,COMMITTEE ON CIVIL RIGHTS,2025,2
CITY COUNCIL,COMMITTEE ON CONSUMER AFFAIRS,2025,2
CITY COUNCIL,COMMITTEE ON CONTRACTS,2025,2
CITY COUNCIL,COMMITTEE ON EDUCATION,2025,1
CITY COUNCIL,COMMITTEE ON FINANCE,2025,2
CITY COUNCIL,COMMITTEE ON GENERAL WELFARE,2025,2
CITY COUNCIL,COMMITTEE ON HEALTH,2025,2
CITY COUNCIL,COMMITTEE ON LAND USE,2025,2
CITY COUNCIL,COMMITTEE ON OVERSIGHT & INVESTIGATIONS,2025,2
CITY COUNCIL,COMMITTEE ON PUBLIC SAFETY,2025,2
CITY COUNCIL,COMMITTEE ON SANITATION & SOLIDWASTE MGT,2025,2
CITY COUNCIL,COMMITTEE ON THE AGING,2025,2
CITY COUNCIL,COMMITTEE ON TRANSPORTATION,2025,2
CITY COUNCIL,COMMITTEE ON WOMEN'S ISSUES,2025,2
CITY COUNCIL,COMMITTEE ON YOUTH SERVICES,2025,2
CITY COUNCIL,COMMITTEE STAFFING,2025,19617336
CITY COUNCIL,COMM ON FIRE & CRIM JUSTICE,2025,1
CITY COUNCIL,COUNCIL MEMBERS,2025,35299557
CITY COUNCIL,COUNCIL SERVICES DIVISION,2025,20126966
CITY COUNCIL,"CULT. AFFAIRS, LIB. & INT'L INTGRP. REL",2025,2
CITY COUNCIL,"MEN HLTH, RET, ALC,DRUG ABUSE & DIS SVCS",2025,2
CITY COUNCIL,OTPS CENTRAL STAFF,2025,17500000
CITY COUNCIL,OTPS COUNCIL MEMBERS,2025,7700000
CITY COUNCIL,,2025,8022554
CITY UNIVERSITY OF NEW YORK,BRONX COMMUNITY COLL,2025,89397506
CITY UNIVERSITY OF NEW YORK,CENTRALIZED COSTS,2025,685750382
CITY UNIVERSITY OF NEW YORK,HOSTOS COMMUNITY COLL,2025,67500879
CITY UNIVERSITY OF NEW YORK,HUNTER CAMPUS SCHOOLS,2025,22890772
CITY UNIVERSITY OF NEW YORK,KINGSBOROUGH COMMUNITY COLL,2025,101524365
CITY UNIVERSITY OF NEW YORK,LA GUARDIA COMMUNITY COLL,2025,129660076
CITY UNIVERSITY OF NEW YORK,MANHATTAN COMMUNITY COLLEGE,2025,174168798
CITY UNIVERSITY OF NEW YORK,NEW COMMUNITY COLLEGE,2025,29793652
CITY UNIVERSITY OF NEW YORK,QUEENSBOROUGH COMMUNITY COLL,2025,100965574
CITY UNIVERSITY OF NEW YORK,SENIOR COLLEGES,2025,35000000
CITY UNIVERSITY OF NEW YORK,,2025,-19328598
CIVILIAN COMPLAINT REVIEW BOARD,CIVILIAN COMPLAINT REVIEW BRD.,2025,18126867
CIVILIAN COMPLAINT REVIEW BOARD,,2025,7767079
CIVIL SERVICE COMMISSION,ADMINISTRATIVE-OTPS,2025,60049
CIVIL SERVICE COMMISSION,EXECUTIVE,2025,1104436
CIVIL SERVICE COMMISSION,,2025,-11246
COMMISSION ON HUMAN RIGHTS,AGENCY OPERATIONS,2025,13052286
COMMISSION ON HUMAN RIGHTS,,2025,-697241
COMMISSION ON RACIAL EQUITY,,2025,842517
CONFLICTS OF INTEREST BOARD,DEPARTMENTAL OPERATIONS,2025,2812286
CONFLICTS OF INTEREST BOARD,,2025,-1000
DEBT SERVICE,INTEREST ON FUNDED DEBT,2025,1871463226
DEBT SERVICE,REDEMPTION OF FUNDED DEBT,2025,2319913070
DEBT SERVICE,,2025,2572545120
DEPARTMENT FOR THE AGING,ADMIN FISCAL AND BUDGET,2025,3123717
DEPARTMENT FOR THE AGING,BUREAU OF COMMUNITY SERVICES,2025,14312452
DEPARTMENT FOR THE AGING,CITY WIDE,2025,399619766
DEPARTMENT FOR THE AGING,CONTRACT MANAGEMENT SERVICES,2025,2470544
DEPARTMENT FOR THE AGING,EXECUTIVE,2025,26576558
DEPARTMENT FOR THE AGING,FOSTER GRANDPARENTS,2025,4615251
DEPARTMENT FOR THE AGING,INFORMATION/REFERRAL,2025,1163966
DEPARTMENT FOR THE AGING,OFFICE OF SPECIAL PROJECT,2025,444751
DEPARTMENT FOR THE AGING,PROGRAM AND RESOURCES DEV,2025,6268183
DEPARTMENT FOR THE AGING,PUBLIC INFORMATION,2025,1411404
DEPARTMENT FOR THE AGING,RESEARCH AND PLANNING,2025,2019056
DEPARTMENT FOR THE AGING,,2025,52760904
DEPARTMENT OF BUILDINGS,BROOKLYN BOROUGH OFFICE,2025,4457647
DEPARTMENT OF BUILDINGS,CENTRAL INSPECTION,2025,5080050
DEPARTMENT OF BUILDINGS,EXECUTIVE OFFICES,2025,2072505
DEPARTMENT OF BUILDINGS,OPERATIONS AND TECHNICAL,2025,24517052
DEPARTMENT OF BUILDINGS,POLICY AND ADMINISTRATION,2025,19556898
DEPARTMENT OF BUILDINGS,QUEENS BOROUGH OFFICE,2025,7465444
DEPARTMENT OF BUILDINGS,RICHMOND BOROUGH OFFICE,2025,1037330
DEPARTMENT OF BUILDINGS,STATEN ISLAND BOROUGH OFFICE,2025,3898230
DEPARTMENT OF BUILDINGS,,2025,122484509
DEPARTMENT OF CITY PLANNING,DEPT OF CITY PLANNING,2025,17985258
DEPARTMENT OF CITY PLANNING,,2025,34211874
DEPARTMENT OF CITYWIDE ADMIN SERVICE,AGENCY CHIEF CONTRACTING OFFICER,2025,6944831
DEPARTMENT OF CITYWIDE ADMIN SERVICE,BQA LABORATORIES,2025,880
DEPARTMENT OF CITYWIDE ADMIN SERVICE,CENTRAL STOREHOUSE,2025,28059580
DEPARTMENT OF CITYWIDE ADMIN SERVICE,CITY MESSENGER SERVICE,2025,579959
DEPARTMENT OF CITYWIDE ADMIN SERVICE,CITY PUBLISHING CENTER,2025,3077780
DEPARTMENT OF CITYWIDE ADMIN SERVICE,CONTRACT ADMIN,2025,437270
DEPARTMENT OF CITYWIDE ADMIN SERVICE,DIVISION OF MUNI SUPPLY SERVICES,2025,1564749
DEPARTMENT OF CITYWIDE ADMIN SERVICE,DIV OF ADMINISTRATION AND SECURITY,2025,4927476
DEPARTMENT OF CITYWIDE ADMIN SERVICE,DMSS PROCUREMENT,2025,3581101
DEPARTMENT OF CITYWIDE ADMIN SERVICE,DRES ADMIN,2025,3476904
DEPARTMENT OF CITYWIDE ADMIN SERVICE,DRES PLANNING,2025,1968523
DEPARTMENT OF CITYWIDE ADMIN SERVICE,DRP FINANCIAL SERVICES,2025,2282539
DEPARTMENT OF CITYWIDE ADMIN SERVICE,ENERGY CONSERVATION,2025,830012279
DEPARTMENT OF CITYWIDE ADMIN SERVICE,EXECUTIVE AND ADMINISTRATION,2025,48349044
DEPARTMENT OF CITYWIDE ADMIN SERVICE,EXECUTIVE DIVISION,2025,9175571
DEPARTMENT OF CITYWIDE ADMIN SERVICE,FACILITIES MANAGEMENT,2025,125913705
DEPARTMENT OF CITYWIDE ADMIN SERVICE,FACILITIES MGMT & CONST,2025,10945013
DEPARTMENT OF CITYWIDE ADMIN SERVICE,FINANCE AND OPERATIONS,2025,3047072
DEPARTMENT OF CITYWIDE ADMIN SERVICE,FLEET MGMT SERVICES,2025,7032743
DEPARTMENT OF CITYWIDE ADMIN SERVICE,GUIDE A RIDE HANDICAPPED ACCES,2025,262351
DEPARTMENT OF CITYWIDE ADMIN SERVICE,LEASE PAYMENT,2025,137473592
DEPARTMENT OF CITYWIDE ADMIN SERVICE,MGMT INFORMATION SERVICES,2025,14088737
DEPARTMENT OF CITYWIDE ADMIN SERVICE,PROPERTY MGMT LEASE OUT,2025,7562897
DEPARTMENT OF CITYWIDE ADMIN SERVICE,QUALITY ASSURANCE,2025,2622472
DEPARTMENT OF CITYWIDE ADMIN SERVICE,SURPLUS ACTIVITIES,2025,963801
DEPARTMENT OF CITYWIDE ADMIN SERVICE,TELECOMMUNICATION CONTROL,2025,1664435
DEPARTMENT OF CITYWIDE ADMIN SERVICE,WORKERS EMPLOYMENT PROGRAM,2025,0
DEPARTMENT OF CITYWIDE ADMIN SERVICE,,2025,604431008
DEPARTMENT OF CORRECTION,ADOLESCENT RECEPTION DETEN CNT,2025,80929826
DEPARTMENT OF CORRECTION,ALTERNATIVES TO INCARCERATION,2025,2848075
DEPARTMENT OF CORRECTION,ANNA M KROSS CENTER,2025,23518435
DEPARTMENT OF CORRECTION,BELLEVUE HOSPITAL PRISON WARD,2025,11114042
DEPARTMENT OF CORRECTION,BNX HOUSE DETENTION FOR MEN,2025,0
DEPARTMENT OF CORRECTION,BRONX COURT PENS,2025,8359112
DEPARTMENT OF CORRECTION,BROOKLYN COURT PENS,2025,1579908
DEPARTMENT OF CORRECTION,BROOKLYN HOUSE OF DETENT MEN,2025,1640382
DEPARTMENT OF CORRECTION,CAPITAL DEVEL SUPPORT SERVICES,2025,9843437
DEPARTMENT OF CORRECTION,CORRECTION INDUSTRIES,2025,3942679
DEPARTMENT OF CORRECTION,ELMHURST HOSPITAL PRISON WARD,2025,1347648
DEPARTMENT OF CORRECTION,GEORE R VIERNO CENTER,2025,60762760
DEPARTMENT OF CORRECTION,GEORGE MOTCHAN DENTENTION CNTR,2025,4429867
DEPARTMENT OF CORRECTION,HEALTH AFFAIRS SUB ABUSE +EDUC,2025,908899
DEPARTMENT OF CORRECTION,HEALTH MANAGEMENT,2025,3728048
DEPARTMENT OF CORRECTION,INSPECTIONS,2025,1399045
DEPARTMENT OF CORRECTION,INVESTIGATIONS,2025,20286579
DEPARTMENT OF CORRECTION,KINGS COUNTY HOSP PRISON WARD,2025,5231
DEPARTMENT OF CORRECTION,MANAGEMENT BUDGET + PLANNING,2025,103805947
DEPARTMENT OF CORRECTION,MANHATTAN COURT PENS,2025,1085581
DEPARTMENT OF CORRECTION,MANHATTAN DETENTION COMPLEX,2025,30143925
DEPARTMENT OF CORRECTION,NORTH INFIRMARY COMMAND,2025,17261150
DEPARTMENT OF CORRECTION,NYC CORRECTIONAL INSTIT MEN,2025,40727163
DEPARTMENT OF CORRECTION,OFFICE OF THE COMMISSIONER,2025,4518031
DEPARTMENT OF CORRECTION,OPERATIONS,2025,468487185
DEPARTMENT OF CORRECTION,OTIS BANTUM CORRECTIONAL CNTR,2025,8257788
DEPARTMENT OF CORRECTION,PERSONNEL,2025,11950941
DEPARTMENT OF CORRECTION,PROGRAMS,2025,21415310
DEPARTMENT OF CORRECTION,QUEENS COURT PENS,2025,277269
DEPARTMENT OF CORRECTION,QUEENS HOUSE DETENTION FOR MEN,2025,8280368
DEPARTMENT OF CORRECTION,RI SUPPORT SERVICES,2025,28324990
DEPARTMENT OF CORRECTION,RI TELECOMMUNICATIONS,2025,19379666
DEPARTMENT OF CORRECTION,ROSE M SINGER CENTER,2025,40045116
DEPARTMENT OF CORRECTION,SPECIALIZED SERVICES,2025,33665332
DEPARTMENT OF CORRECTION,SPECIAL OPERATIONS DIVISION,2025,18675610
