agency_name,responsibility_center_name,fiscal_year,total_budget
DEPARTMENT OF SANITATION,BRONX WEST DIST # 5,2023,15656331
DEPARTMENT OF SANITATION,BRONX WEST DIST # 7,2023,16095957
DEPARTMENT OF SANITATION,BRONX WEST DIST # 8,2023,16941369
DEPARTMENT OF SANITATION,BRONX WEST MECHANICAL BROOMS,2023,10185126
DEPARTMENT OF SANITATION,BUILDING MANAGEMENT,2023,99797014
DEPARTMENT OF SANITATION,CAPITAL BUDGET,2023,2011542
DEPARTMENT OF SANITATION,CHARTER MANDATED SNOW BUDGET,2023,286897240
DEPARTMENT OF SANITATION,CLEAN + COLLECTION ADMIN,2023,103883870
DEPARTMENT OF SANITATION,CLEANING & COLL EXEC MGMT,2023,843862258
DEPARTMENT OF SANITATION,COMMUNITY SERVICES,2023,7157478
DEPARTMENT OF SANITATION,DEPT ADVOCATE/EMPLOYMENT MATTE,2023,2132790
DEPARTMENT OF SANITATION,ENFORCEMENT,2023,55930609
DEPARTMENT OF SANITATION,EXECUTIVE MANAGEMENT,2023,288874366
DEPARTMENT OF SANITATION,HUMAN RESOURCES ADMINISTRATION,2023,8854064
DEPARTMENT OF SANITATION,LEGAL AFFAIRS,2023,9577830
DEPARTMENT OF SANITATION,LOT CLEANING,2023,41376483
DEPARTMENT OF SANITATION,MAN EAST DIST # 10,2023,16755195
DEPARTMENT OF SANITATION,MAN EAST DIST # 11,2023,14982792
DEPARTMENT OF SANITATION,MAN EAST DIST # 3,2023,23730219
DEPARTMENT OF SANITATION,MAN EAST DIST # 5,2023,14149494
DEPARTMENT OF SANITATION,MAN EAST DIST # 6,2023,25029786
DEPARTMENT OF SANITATION,MAN EAST DIST # 8,2023,32933352
DEPARTMENT OF SANITATION,MAN EAST MECHANICAL BROOMS,2023,9398232
DEPARTMENT OF SANITATION,MAN WEST BORO OFFICE ADMIN,2023,16925733
DEPARTMENT OF SANITATION,MAN WEST DIST # 1,2023,13884225
DEPARTMENT OF SANITATION,MAN WEST DIST # 12,2023,27909792
DEPARTMENT OF SANITATION,MAN WEST DIST # 2,2023,17955270
DEPARTMENT OF SANITATION,MAN WEST DIST # 4,2023,19148865
DEPARTMENT OF SANITATION,MAN WEST DIST # 7,2023,30498357
DEPARTMENT OF SANITATION,MAN WEST DIST # 9,2023,13652091
DEPARTMENT OF SANITATION,MAN WEST MECHANICAL BROOMS,2023,8377440
DEPARTMENT OF SANITATION,MARINE TRANSPORT DIVISION,2023,124392
DEPARTMENT OF SANITATION,MARINE UNLOADING,2023,18302631
DEPARTMENT OF SANITATION,MOTOR EQUIPMENT ADMINISTRATION,2023,283470387
DEPARTMENT OF SANITATION,MTS DIV,2023,58341063
DEPARTMENT OF SANITATION,QUEENS NORTH BORO OFFICE ADMIN,2023,29939826
DEPARTMENT OF SANITATION,QUEENS NORTH DIST # 11,2023,31293039
DEPARTMENT OF SANITATION,QUEENS NORTH DIST # 7,2023,41816844
